Id,SalePrice
1783,134625.38
1784,113397.41
1785,117017.09
1786,177843.5
1787,129145.484
1788,78863.04
1789,102401.37
1790,77365.27
1791,200570.38
1792,153557.83
1793,145861.84
1794,162966.02
1795,154729.3
1796,129774.16
1797,140538.3
1798,126924.36
1799,101817.2
1800,142999.56
1801,125561.15
1802,164488.56
1803,181507.75
1804,141221.34
1805,142736.19
1806,144506.62
1807,129443.27
1808,118122.63
1809,114813.34
1810,145110.39
1811,80471.63
1812,102143.69
1813,118869.38
1814,79295.01
1815,68438.51
1816,97437.75
1817,124278.09
1818,134204.8
1819,121725.66
1820,45001.016
1821,105360.05
1822,156756.38
1823,41663.22
1824,154292.84
1825,121064.37
1826,97074.625
1827,109032.73
1828,123431.32
1829,115524.4
1830,164982.8
1831,161555.23
1832,136103.75
1833,125986.71
1834,128305.43
1835,126724.92
1836,128817.68
1837,100955.12
1838,118394.32
1839,98569.2
1840,115111.77
1841,137535.64
1842,105797.04
1843,140957.2
1844,131915.52
1845,119795.4
1846,159933.5
1847,188731.89
1848,74154.02
1849,122188.45
1850,133113.44
1851,133520.03
1852,131607.78
1853,153176.67
1854,169699.61
1855,163864.94
1856,213496.08
1857,117975.83
1858,139181.55
1859,128437.16
1860,161034.08
1861,128071.445
1862,283559.9
1863,283559.9
1864,283559.9
1865,349720.56
1866,373407.38
1867,236975.81
1868,268575.9
1869,179304.34
1870,217773.98
1871,245497.08
1872,176687.36
1873,236420.05
1874,135509.14
1875,189411.31
1876,186925.58
1877,184517.7
1878,222819.97
1879,128223.36
1880,145227.94
1881,227956.75
1882,235553.6
1883,202615.34
1884,219910.48
1885,215221.86
1886,285620.94
1887,218286.73
1888,238874.98
1889,159337.64
1890,126692.29
1891,140388.25
1892,112266.695
1893,131123.95
1894,99011.445
1895,148144.84
1896,108075.13
1897,108953.1
1898,111266.266
1899,150412.5
1900,131908.22
1901,170385.75
1902,122609.14
1903,240429.34
1904,150069.34
1905,192119.8
1906,160422.19
1907,189811.47
1908,121462.664
1909,130198.49
1910,123904.15
1911,174962.45
1912,287287.06
1913,130960.99
1914,41605.566
1915,298019.06
1916,35302.477
1917,287448.78
1918,119674.13
1919,153218.31
1920,159526.47
1921,378633.5
1922,349750.9
1923,205837.11
1924,225746.4
1925,231146.31
1926,364115.47
1927,134921.25
1928,146212.39
1929,120500.2
1930,119194.836
1931,133119.9
1932,144539.14
1933,152766.6
1934,175008.0
1935,166106.39
1936,179818.42
1937,173863.98
1938,199758.88
1939,267864.28
1940,164662.61
1941,178530.89
1942,179043.1
1943,211246.34
1944,329208.88
1945,341058.72
1946,177255.11
1947,336780.03
1948,172236.11
1949,242075.3
1950,191968.7
1951,267665.12
1952,194082.89
1953,171490.53
1954,212389.72
1955,150407.78
1956,300927.3
1957,164675.66
1958,280944.34
1959,160182.92
1960,120816.625
1961,119431.73
1962,94585.02
1963,94624.36
1964,110995.68
1965,151582.67
1966,147376.7
1967,278260.78
1968,400824.7
1969,386055.78
1970,423434.0
1971,422971.47
1972,365553.12
1973,296886.34
1974,311661.66
1975,436577.44
1976,262438.66
1977,353507.34
1978,389397.66
1979,331408.56
1980,201693.45
1981,307781.4
1982,245935.53
1983,245935.53
1984,171757.62
1985,204728.44
1986,219084.23
1987,190674.0
1988,184561.88
1989,201297.4
1990,228671.36
1991,232836.84
1992,198288.88
1993,167822.88
1994,235068.88
1995,188117.16
1996,263930.56
1997,340984.28
1998,357467.75
1999,271669.72
2000,299824.44
2001,240117.95
2002,235941.64
2003,260634.12
2004,253457.2
2005,230436.5
2006,230432.11
2007,255782.2
2008,195871.86
2009,168085.1
2010,187767.27
2011,132947.11
2012,188925.3
2013,167626.94
2014,177668.56
2015,191246.55
2016,177624.86
2017,191113.83
2018,118859.06
2019,123348.125
2020,108583.52
2021,103402.34
2022,167034.73
2023,154625.0
2024,235526.88
2025,353112.12
2026,171284.42
2027,147525.77
2028,154638.72
2029,171353.2
2030,279220.7
2031,241582.92
2032,328959.06
2033,262055.8
2034,156786.12
2035,186488.81
2036,195362.58
2037,194579.56
2038,284506.84
2039,195421.45
2040,291847.66
2041,261813.97
2042,224417.25
2043,160020.02
2044,204987.69
2045,193115.61
2046,141902.83
2047,146424.08
2048,133116.84
2049,144610.02
2050,175275.94
2051,112542.3
2052,135479.67
2053,159242.39
2054,91410.25
2055,154639.02
2056,128064.61
2057,127593.805
2058,205407.64
2059,152329.7
2060,158676.94
2061,164070.25
2062,128631.21
2063,109966.19
2064,137622.23
2065,127684.12
2066,177677.38
2067,130379.65
2068,149870.25
2069,88909.08
2070,113377.61
2071,113252.47
2072,150317.42
2073,137447.0
2074,181662.9
2075,143388.64
2076,109544.375
2077,130070.54
2078,140364.16
2079,136218.16
2080,126806.27
2081,126044.29
2082,99404.46
2083,144952.86
2084,110555.26
2085,132130.58
2086,134321.19
2087,148736.6
2088,126146.13
2089,104048.086
2090,136966.0
2091,104792.58
2092,130060.484
2093,130630.81
2094,110555.78
2095,128580.305
2096,82103.88
2097,86028.3
2098,129384.516
2099,69660.46
2100,107940.6
2101,120162.35
2102,112335.35
2103,110575.4
2104,131777.83
2105,124529.266
2106,75734.94
2107,180347.56
2108,105058.34
2109,115629.88
2110,119321.07
2111,150160.12
2112,140877.92
2113,110506.875
2114,111934.11
2115,135286.02
2116,119239.06
2117,140328.69
2118,124629.305
2119,110413.75
2120,96205.08
2121,98731.77
2122,96539.53
2123,92232.06
2124,150210.53
2125,138296.64
2126,151265.97
2127,138113.84
2128,141026.72
2129,99947.73
2130,127053.1
2131,135410.19
2132,122390.21
2133,121631.21
2134,102698.88
2135,101133.39
2136,84519.62
2137,145120.08
2138,125115.17
2139,137213.88
2140,137476.62
2141,133589.81
2142,137010.28
2143,149750.83
2144,110287.46
2145,130968.984
2146,149554.14
2147,173703.05
2148,121916.664
2149,141630.28
2150,221740.77
2151,115676.76
2152,122377.95
2153,160203.4
2154,108993.95
2155,155105.0
2156,248909.77
2157,212616.89
2158,208481.62
2159,206157.12
2160,170507.66
2161,246327.98
2162,345370.06
2163,347945.1
2164,235725.06
2165,190865.55
2166,148118.16
2167,234735.75
2168,200534.61
2169,197136.06
2170,231245.08
2171,156393.67
2172,144240.06
2173,170104.23
2174,234520.5
2175,299454.06
2176,275378.75
2177,263741.62
2178,223566.66
2179,145113.31
2180,196424.62
2181,194521.88
2182,224617.88
2183,195224.75
2184,141508.1
2185,125505.23
2186,142201.69
2187,136676.58
2188,145714.06
2189,204185.6
2190,100030.11
2191,100030.11
2192,101706.766
2193,114263.35
2194,99244.48
2195,106288.02
2196,113808.12
2197,125158.49
2198,151468.23
2199,138918.98
2200,134060.5
2201,149502.4
2202,220581.55
2203,182777.19
2204,190727.64
2205,145337.95
2206,144549.5
2207,198015.42
2208,220665.5
2209,154929.08
2210,125473.64
2211,105112.35
2212,119275.914
2213,91886.766
2214,132792.25
2215,98109.1
2216,131869.36
2217,37045.61
2218,61189.586
2219,56725.66
2220,36081.758
2221,298019.06
2222,246503.98
2223,291720.78
2224,233782.03
2225,124069.67
2226,157828.77
2227,175577.73
2228,262739.2
2229,219905.02
2230,164109.38
2231,211194.8
2232,205588.34
2233,177672.45
2234,220254.06
2235,221610.52
2236,227668.88
2237,344743.5
2238,196353.64
2239,120384.06
2240,164797.4
2241,143235.0
2242,132459.61
2243,121409.516
2244,103950.39
2245,91183.7
2246,149973.34
2247,87899.91
2248,129460.8
2249,133724.42
2250,126999.42
2251,89237.14
2252,154679.56
2253,179690.03
2254,170687.27
2255,169795.16
2256,182556.12
2257,219500.0
2258,177116.03
2259,181374.17
2260,143177.52
2261,192932.27
2262,200625.47
2263,309837.9
2264,438259.4
2265,180195.56
2266,289131.38
2267,342097.25
2268,433681.3
2269,148512.5
2270,186619.03
2271,245897.28
2272,214188.44
2273,173642.61
2274,177950.22
2275,154596.39
2276,185916.84
2277,182851.62
2278,158446.94
2279,146933.81
2280,113755.92
2281,166188.33
2282,172257.3
2283,101548.1
2284,125120.305
2285,144350.16
2286,132833.67
2287,280099.22
2288,302143.4
2289,356176.34
2290,438465.12
2291,335686.6
2292,418583.44
2293,403321.28
2294,428706.9
2295,404106.34
2296,324781.97
2297,327487.25
2298,298935.94
2299,373351.78
2300,348257.78
2301,284677.03
2302,233605.95
2303,289220.72
2304,309309.75
2305,187095.7
2306,187095.7
2307,191337.78
2308,229633.78
2309,292956.12
2310,233127.03
2311,175976.2
2312,180776.14
2313,176133.36
2314,174173.0
2315,178530.03
2316,199871.89
2317,194282.52
2318,176552.95
2319,179996.17
2320,182300.89
2321,230312.36
2322,205719.94
2323,172912.03
2324,165635.8
2325,224204.83
2326,157687.19
2327,223022.77
2328,227209.05
2329,179672.02
2330,180000.62
2331,339589.78
2332,413665.03
2333,316789.22
2334,282969.9
2335,248897.64
2336,326475.06
2337,204451.19
2338,231988.39
2339,248293.81
2340,364831.5
2341,237920.33
2342,229691.39
2343,214479.72
2344,226551.7
2345,263573.66
2346,211788.17
2347,200938.34
2348,217032.97
2349,182107.67
2350,244814.61
2351,247012.3
2352,262069.75
2353,258075.17
2354,115776.76
2355,123913.94
2356,162831.02
2357,198902.31
2358,213428.1
2359,135793.62
2360,119434.81
2361,142979.66
2362,283243.7
2363,138522.77
2364,156069.16
2365,224740.44
2366,184122.55
2367,243461.66
2368,213762.56
2369,235679.89
2370,165007.05
2371,177393.61
2372,184349.56
2373,286202.25
2374,324478.25
2375,250843.31
2376,288218.75
2377,306472.12
2378,151046.72
2379,224574.61
2380,142622.58
2381,153396.53
2382,191596.33
2383,218382.53
2384,240354.16
2385,163809.47
2386,159689.5
2387,144751.58
2388,105369.8
2389,134453.33
2390,133649.83
2391,117389.195
2392,124590.68
2393,155565.42
2394,142841.05
2395,202615.56
2396,159925.42
2397,212120.69
2398,119029.33
2399,87657.23
2400,72549.766
2401,130384.0
2402,141898.78
2403,147567.28
2404,141448.33
2405,143961.23
2406,144764.56
2407,123356.36
2408,142641.9
2409,140915.28
2410,182912.16
2411,129619.06
2412,132886.27
2413,131127.2
2414,146860.27
2415,140217.67
2416,131546.42
2417,130890.445
2418,132995.4
2419,135119.03
2420,126821.76
2421,138357.73
2422,113841.125
2423,117771.586
2424,160656.58
2425,227470.52
2426,114712.984
2427,123313.89
2428,177400.88
2429,109630.28
2430,138610.78
2431,115963.83
2432,144327.84
2433,134752.8
2434,135271.56
2435,161019.64
2436,95419.91
2437,108369.9
2438,125760.68
2439,108172.88
2440,116117.32
2441,116233.984
2442,86316.914
2443,109492.67
2444,118485.24
2445,97766.88
2446,131373.53
2447,156098.34
2448,126896.03
2449,106437.836
2450,151414.92
2451,132528.97
2452,147833.38
2453,88655.16
2454,106243.63
2455,111831.04
2456,122541.92
2457,124854.266
2458,103048.14
2459,103073.6
2460,118153.84
2461,127500.99
2462,112930.09
2463,116725.42
2464,163112.33
2465,141327.23
2466,120105.75
2467,152046.53
2468,102018.305
2469,99212.016
2470,146506.06
2471,159124.14
2472,148187.39
2473,114267.49
2474,107043.83
2475,185934.72
2476,124932.15
2477,126524.695
2478,162521.97
2479,123499.13
2480,141475.58
2481,140105.11
2482,132714.78
2483,121141.52
2484,133272.6
2485,128697.09
2486,145423.9
2487,197223.31
2488,145361.92
2489,145503.55
2490,151419.7
2491,90584.87
2492,185556.89
2493,148317.6
2494,142874.7
2495,97884.25
2496,276130.9
2497,132079.8
2498,108579.68
2499,98594.02
2500,141137.45
2501,133125.22
2502,147501.86
2503,101871.41
2504,198860.78
2505,207450.12
2506,265638.84
2507,302409.78
2508,265638.84
2509,211468.48
2510,232860.38
2511,184088.14
2512,188136.7
2513,211269.75
2514,216554.56
2515,155230.05
2516,157411.19
2517,136238.8
2518,142272.9
2519,205795.1
2520,199506.83
2521,197031.55
2522,209857.64
2523,132895.12
2524,144328.27
2525,136929.56
2526,146522.0
2527,131401.73
2528,126559.09
2529,151181.89
2530,125855.45
2531,201903.02
2532,210952.23
2533,202456.39
2534,222371.17
2535,320570.2
2536,226647.02
2537,208737.69
2538,182413.22
2539,178028.47
2540,198733.39
2541,183568.86
2542,180636.55
2543,128719.67
2544,128503.56
2545,127813.87
2546,175801.23
2547,134456.9
2548,141107.45
2549,142667.2
2550,449655.2
2551,144166.9
2552,126540.15
2553,95018.9
2554,96600.49
2555,102146.7
2556,111167.516
2557,113079.26
2558,142403.77
2559,123557.58
2560,138073.4
2561,138783.39
2562,143195.67
2563,158361.44
2564,176287.95
2565,123591.28
2566,167584.27
2567,136606.1
2568,201740.19
2569,181425.53
2570,126327.8
2571,196387.34
2572,154915.19
2573,194540.05
2574,233057.44
2575,123648.94
2576,122840.75
2577,180140.08
2578,105309.81
2579,65050.375
2580,81787.53
2581,82678.414
2582,72317.94
2583,238717.84
2584,163442.45
2585,174785.52
2586,172909.08
2587,173955.38
2588,124748.33
2589,132674.8
2590,229597.45
2591,222065.6
2592,243341.88
2593,241026.7
2594,182239.34
2595,224986.84
2596,303321.94
2597,206886.25
2598,268310.16
2599,316564.2
2600,119424.21
2601,137481.1
2602,82204.8
2603,96888.45
2604,76463.73
2605,86931.21
2606,147446.6
2607,163577.95
2608,183357.67
2609,160061.53
2610,107466.88
2611,130724.78
2612,161605.78
2613,131578.67
2614,119872.195
2615,144764.7
2616,139608.55
2617,163939.8
2618,207064.7
2619,168775.14
2620,179661.58
2621,181704.48
2622,181786.83
2623,271939.34
2624,266856.88
2625,344248.1
2626,169339.92
2627,173321.31
2628,396652.1
2629,455973.28
2630,363453.84
2631,428913.03
2632,392257.53
2633,309279.06
2634,389972.6
2635,147945.48
2636,182202.69
2637,167590.81
2638,240804.77
2639,176198.53
2640,147978.1
2641,108763.336
2642,199182.5
2643,109924.46
2644,127811.07
2645,100739.695
2646,95178.79
2647,101590.33
2648,144615.12
2649,140556.66
2650,139753.75
2651,147560.53
2652,420073.1
2653,262136.25
2654,298736.72
2655,345970.7
2656,289056.38
2657,342153.7
2658,306254.78
2659,335888.3
2660,362378.56
2661,248015.48
2662,289966.66
2663,289434.84
2664,280786.28
2665,324752.25
2666,287165.72
2667,166232.7
2668,188484.2
2669,191354.55
2670,292190.78
2671,188484.2
2672,192863.66
2673,204930.8
2674,200452.78
2675,166283.77
2676,184858.17
2677,183923.0
2678,269183.88
2679,282716.88
2680,277665.12
2681,391659.44
2682,320892.25
2683,462201.2
2684,295305.34
2685,296510.03
2686,247394.92
2687,260209.19
2688,228837.38
2689,171987.61
2690,401633.22
2691,182077.62
2692,118570.59
2693,181677.98
2694,118579.18
2695,184398.6
2696,181640.05
2697,195633.27
2698,187442.73
2699,168806.38
2700,162042.52
2701,157709.77
2702,134005.92
2703,119392.445
2704,141564.52
2705,116629.96
2706,120202.46
2707,126296.49
2708,133886.48
2709,106832.82
2710,122022.734
2711,305901.0
2712,337395.97
2713,172617.94
2714,152609.17
2715,179535.86
2716,153643.23
2717,165983.84
2718,245154.78
2719,146544.9
2720,164425.83
2721,147187.94
2722,152997.11
2723,139050.33
2724,122338.97
2725,144202.23
2726,134581.22
2727,172543.86
2728,160422.19
2729,154441.08
2730,135674.28
2731,106620.7
2732,125048.25
2733,155973.48
2734,146698.86
2735,122254.77
2736,144082.64
2737,126079.5
2738,138100.28
2739,153244.75
2740,142141.08
2741,145553.36
2742,162869.08
2743,143634.42
2744,149966.34
2745,150005.53
2746,134505.89
2747,141692.44
2748,139381.72
2749,123140.805
2750,139662.34
2751,112579.23
2752,170895.44
2753,165413.23
2754,173999.34
2755,140823.92
2756,81172.5
2757,74497.02
2758,94412.34
2759,159377.31
2760,145229.73
2761,143618.95
2762,147194.55
2763,168255.58
2764,142579.33
2765,251010.11
2766,139063.61
2767,90268.04
2768,111166.77
2769,130456.63
2770,164311.86
2771,108369.9
2772,112371.984
2773,145576.81
2774,132674.14
2775,110785.45
2776,141851.42
2777,132453.17
2778,101012.91
2779,129651.94
2780,115296.125
2781,93834.01
2782,81732.484
2783,109019.11
2784,118348.375
2785,146746.58
2786,66179.89
2787,117095.03
2788,61534.91
2789,189060.64
2790,81036.21
2791,114029.1
2792,49834.05
2793,161569.56
2794,91492.055
2795,120235.03
2796,99015.12
2797,170874.42
2798,98915.08
2799,114895.93
2800,89015.55
2801,94503.51
2802,125690.17
2803,151639.64
2804,124398.1
2805,95669.484
2806,99246.27
2807,147568.84
2808,138932.25
2809,127236.44
2810,141536.17
2811,146379.11
2812,137040.2
2813,184026.88
2814,163694.52
2815,92834.24
2816,188452.2
2817,145992.23
2818,125389.06
2819,169477.25
2820,128010.64
2821,113816.914
2822,162491.44
2823,253407.17
2824,126893.62
2825,133237.64
2826,144185.05
2827,138996.11
2828,258306.86
2829,193886.62
2830,241912.38
2831,182939.52
2832,213385.77
2833,260925.11
2834,222771.28
2835,220911.44
2836,188933.39
2837,145148.31
2838,151007.11
2839,177269.48
2840,188453.12
2841,208236.83
2842,199827.48
2843,148835.9
2844,148561.36
2845,122529.89
2846,213064.67
2847,191420.64
2848,217337.02
2849,217811.78
2850,257690.53
2851,252376.86
2852,243092.55
2853,225147.62
2854,141299.06
2855,195314.69
2856,201292.61
2857,189181.3
2858,186384.08
2859,131219.52
2860,109796.23
2861,147246.2
2862,192421.08
2863,114533.04
2864,263259.12
2865,140388.25
2866,137915.1
2867,103549.875
2868,141859.67
2869,122708.8
2870,137817.02
2871,115159.65
2872,84905.38
2873,96970.44
2874,127715.78
2875,120178.51
2876,162344.92
2877,123520.7
2878,179685.22
2879,126898.336
2880,102909.38
2881,155525.36
2882,148570.86
2883,194234.53
2884,189112.05
2885,184819.38
2886,192274.69
2887,91800.23
2888,119525.4
2889,75704.03
2890,73442.7
2891,129205.24
2892,31867.01
2893,55572.977
2894,40755.613
2895,238687.81
2896,264480.1
2897,165033.64
2898,160136.19
2899,241551.6
2900,149118.64
2901,206523.9
2902,168200.55
2903,323132.2
2904,310292.7
2905,52832.652
2906,178938.95
2907,115148.44
2908,121479.8
2909,151392.83
2910,80049.96
2911,82204.8
2912,144825.47
2913,84864.016
2914,76463.73
2915,76463.73
2916,84864.016
2917,146285.48
2918,102390.734
2919,210567.73
